INF [20200727-01:19:44.058] graph-client: buildRoute($covid19@claimspace.org/~, degrees=1): 31.milliseconds
INF [20200727-01:23:30.818] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 29.milliseconds
INF [20200727-01:23:30.854] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 35.milliseconds
INF [20200727-01:23:30.897] graph-client: node($covid19@claimspace.org, degrees=1): 41.milliseconds
INF [20200727-01:23:41.096] graph-client: get($covid19.Disease.VariantPopulations.CoMorbidConditions.Hypertension@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:23:41.103] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions.Hypertension@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:23:41.110] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 6.milliseconds
INF [20200727-01:23:41.126] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:23:41.151] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 24.milliseconds
INF [20200727-01:23:41.194] graph-client: node($covid19@claimspace.org, degrees=1): 41.milliseconds
INF [20200727-01:23:42.233] graph-client: get($covid19.Disease.VariantPopulations.CoMorbidConditions.Hypertension@claimspace.org, degrees=1): 9.milliseconds
INF [20200727-01:23:42.242] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions.Hypertension@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:23:42.253] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 10.milliseconds
INF [20200727-01:23:42.289] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 35.milliseconds
INF [20200727-01:23:42.319] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 29.milliseconds
INF [20200727-01:23:42.380] graph-client: node($covid19@claimspace.org, degrees=1): 59.milliseconds
INF [20200727-01:23:43.820] graph-client: get($covid19.Disease.VariantPopulations.CoMorbidConditions.Cancer@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:23:43.823] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions.Cancer@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:23:43.836] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 11.milliseconds
INF [20200727-01:23:43.882] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 45.milliseconds
INF [20200727-01:23:43.930] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 46.milliseconds
INF [20200727-01:23:43.988] graph-client: node($covid19@claimspace.org, degrees=1): 56.milliseconds
INF [20200727-01:23:44.256] graph-client: get($covid19.Disease.VariantPopulations.CoMorbidConditions.Cancer@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:23:44.262] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions.Cancer@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:23:44.275] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 11.milliseconds
INF [20200727-01:23:44.327] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 50.milliseconds
INF [20200727-01:23:44.389] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 61.milliseconds
INF [20200727-01:23:44.460] graph-client: node($covid19@claimspace.org, degrees=1): 70.milliseconds
INF [20200727-01:23:45.275] graph-client: get($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:23:45.284] graph-client: node($covid19.Disease.VariantPopulations.CoMorbidConditions@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:23:45.315] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 30.milliseconds
INF [20200727-01:23:45.367] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 51.milliseconds
INF [20200727-01:23:45.441] graph-client: node($covid19@claimspace.org, degrees=1): 73.milliseconds
INF [20200727-01:23:46.110] graph-client: get($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:23:46.154] graph-client: node($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 42.milliseconds
INF [20200727-01:23:46.235] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 79.milliseconds
INF [20200727-01:23:46.308] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 72.milliseconds
INF [20200727-01:23:46.405] graph-client: node($covid19@claimspace.org, degrees=1): 96.milliseconds
INF [20200727-01:23:50.311] graph-client: get($covid19.Disease.VariantPopulations.Age.Children@claimspace.org, degrees=1): 10.milliseconds
INF [20200727-01:23:50.320] graph-client: node($covid19.Disease.VariantPopulations.Age.Children@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:23:50.336] graph-client: node($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 14.milliseconds
INF [20200727-01:23:50.381] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 44.milliseconds
INF [20200727-01:23:50.427] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 45.milliseconds
INF [20200727-01:23:50.498] graph-client: node($covid19@claimspace.org, degrees=1): 69.milliseconds
INF [20200727-01:24:02.819] graph-client: get($covid19.Disease.VariantPopulations.Age.Elderly@claimspace.org, degrees=1): 29.milliseconds
INF [20200727-01:24:02.841] graph-client: node($covid19.Disease.VariantPopulations.Age.Elderly@claimspace.org, degrees=1): 21.milliseconds
INF [20200727-01:24:02.853] graph-client: node($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 11.milliseconds
INF [20200727-01:24:02.890] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 36.milliseconds
INF [20200727-01:24:02.933] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 41.milliseconds
INF [20200727-01:24:02.988] graph-client: node($covid19@claimspace.org, degrees=1): 54.milliseconds
INF [20200727-01:24:05.208] graph-client: get($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 13.milliseconds
INF [20200727-01:24:05.225] graph-client: node($covid19.Disease.VariantPopulations.Age@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:24:05.271] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 44.milliseconds
INF [20200727-01:24:05.290] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 18.milliseconds
INF [20200727-01:24:05.373] graph-client: node($covid19@claimspace.org, degrees=1): 82.milliseconds
INF [20200727-01:24:06.121] graph-client: get($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 22.milliseconds
INF [20200727-01:24:06.141] graph-client: node($covid19.Disease.VariantPopulations@claimspace.org, degrees=1): 19.milliseconds
INF [20200727-01:24:06.161] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 19.milliseconds
INF [20200727-01:24:06.185] graph-client: node($covid19@claimspace.org, degrees=1): 23.milliseconds
INF [20200727-01:24:09.155] graph-client: get($covid19.Disease.Fatality@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:24:09.168] graph-client: node($covid19.Disease.Fatality@claimspace.org, degrees=1): 12.milliseconds
INF [20200727-01:24:09.185] graph-client: node($covid19.Disease@claimspace.org, degrees=1): 16.milliseconds
INF [20200727-01:24:09.210] graph-client: node($covid19@claimspace.org, degrees=1): 24.milliseconds
INF [20200727-01:24:11.670] graph-client: get($covid19.Mitigation@claimspace.org, degrees=1): 11.milliseconds
INF [20200727-01:24:11.683] graph-client: node($covid19.Mitigation@claimspace.org, degrees=1): 12.milliseconds
INF [20200727-01:24:11.737] graph-client: node($covid19@claimspace.org, degrees=1): 52.milliseconds
INF [20200727-01:24:13.037] graph-client: get($covid19.Mitigation.InfectionPrevention@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:13.046] graph-client: node($covid19.Mitigation.InfectionPrevention@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:24:13.062] graph-client: node($covid19.Mitigation@claimspace.org, degrees=1): 14.milliseconds
INF [20200727-01:24:13.138] graph-client: node($covid19@claimspace.org, degrees=1): 75.milliseconds
INF [20200727-01:24:15.497] graph-client: get($covid19.Mitigation.InfectionPrevention.ProtectiveDevices@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:24:15.508] graph-client: node($covid19.Mitigation.InfectionPrevention.ProtectiveDevices@claimspace.org, degrees=1): 10.milliseconds
INF [20200727-01:24:15.516] graph-client: node($covid19.Mitigation.InfectionPrevention@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:15.524] graph-client: node($covid19.Mitigation@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:15.551] graph-client: node($covid19@claimspace.org, degrees=1): 26.milliseconds
INF [20200727-01:24:20.145] graph-client: get($covid19.Remediation@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:24:20.151] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:24:20.194] graph-client: node($covid19@claimspace.org, degrees=1): 42.milliseconds
INF [20200727-01:24:22.119] graph-client: get($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:24:22.128] graph-client: node($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:24:22.134] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:24:22.187] graph-client: node($covid19@claimspace.org, degrees=1): 51.milliseconds
INF [20200727-01:24:24.106] graph-client: get($covid19.Remediation.Vaccines.Prospects@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:24:24.113] graph-client: node($covid19.Remediation.Vaccines.Prospects@claimspace.org, degrees=1): 6.milliseconds
INF [20200727-01:24:24.118] graph-client: node($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:24.121] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:24.178] graph-client: node($covid19@claimspace.org, degrees=1): 55.milliseconds
INF [20200727-01:24:30.024] graph-client: get($covid19.Remediation.Vaccines.Prospects.RNAVaccine@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:30.027] graph-client: node($covid19.Remediation.Vaccines.Prospects.RNAVaccine@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:30.035] graph-client: node($covid19.Remediation.Vaccines.Prospects@claimspace.org, degrees=1): 6.milliseconds
INF [20200727-01:24:30.039] graph-client: node($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:30.042] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:30.070] graph-client: node($covid19@claimspace.org, degrees=1): 27.milliseconds
INF [20200727-01:24:32.645] graph-client: get($covid19.Remediation.Vaccines.Prospects.DNAVaccine@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:32.653] graph-client: node($covid19.Remediation.Vaccines.Prospects.DNAVaccine@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:32.660] graph-client: node($covid19.Remediation.Vaccines.Prospects@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:24:32.663] graph-client: node($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:32.667] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:32.693] graph-client: node($covid19@claimspace.org, degrees=1): 24.milliseconds
INF [20200727-01:24:35.644] graph-client: get($covid19.Remediation.Vaccines.Prospects.RecombinantProtienVaccine@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:24:35.646] graph-client: node($covid19.Remediation.Vaccines.Prospects.RecombinantProtienVaccine@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:24:35.651] graph-client: node($covid19.Remediation.Vaccines.Prospects@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:35.656] graph-client: node($covid19.Remediation.Vaccines@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:24:35.660] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:24:35.684] graph-client: node($covid19@claimspace.org, degrees=1): 23.milliseconds
INF [20200727-01:24:37.983] graph-client: get($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 12.milliseconds
INF [20200727-01:24:37.997] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 12.milliseconds
INF [20200727-01:24:38.005] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:24:38.060] graph-client: node($covid19@claimspace.org, degrees=1): 53.milliseconds
INF [20200727-01:24:39.922] graph-client: get($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:24:39.925] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:24:39.938] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 12.milliseconds
INF [20200727-01:24:39.950] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 10.milliseconds
INF [20200727-01:24:40.009] graph-client: node($covid19@claimspace.org, degrees=1): 58.milliseconds
INF [20200727-01:24:49.371] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:49.376] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:24:49.378] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:24:49.396] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 16.milliseconds
INF [20200727-01:24:49.404] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:24:49.459] graph-client: node($covid19@claimspace.org, degrees=1): 54.milliseconds
INF [20200727-01:25:01.339] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors.Remdesivir@claimspace.org, degrees=1): 6.milliseconds
INF [20200727-01:25:01.350] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors.Remdesivir@claimspace.org, degrees=1): 9.milliseconds
INF [20200727-01:25:01.354] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:25:01.357] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:01.367] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 9.milliseconds
INF [20200727-01:25:01.373] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:25:01.399] graph-client: node($covid19@claimspace.org, degrees=1): 24.milliseconds
INF [20200727-01:25:09.000] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors.Eidd@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:09.002] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors.Eidd@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:09.008] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.PolymeraseInhibitors@claimspace.org, degrees=1): 5.milliseconds
INF [20200727-01:25:09.010] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:09.019] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 8.milliseconds
INF [20200727-01:25:09.025] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:25:09.051] graph-client: node($covid19@claimspace.org, degrees=1): 25.milliseconds
INF [20200727-01:25:12.015] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.ProteaseInhibitor@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:12.019] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.ProteaseInhibitor@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:12.023] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 3.milliseconds
INF [20200727-01:25:12.040] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 15.milliseconds
INF [20200727-01:25:12.048] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:25:12.103] graph-client: node($covid19@claimspace.org, degrees=1): 54.milliseconds
INF [20200727-01:25:17.411] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.ProteaseInhibitor.LopinavirRitonavir@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:17.413] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.ProteaseInhibitor.LopinavirRitonavir@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:17.416] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.ProteaseInhibitor@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:17.419] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:17.430] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 10.milliseconds
INF [20200727-01:25:17.433] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:17.458] graph-client: node($covid19@claimspace.org, degrees=1): 24.milliseconds
INF [20200727-01:25:25.112] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.EntryInhibitors@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:25.114] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.EntryInhibitors@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:25.117] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:25.142] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 23.milliseconds
INF [20200727-01:25:25.147] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:25:25.206] graph-client: node($covid19@claimspace.org, degrees=1): 56.milliseconds
INF [20200727-01:25:26.604] graph-client: get($covid19.Remediation.Therapeutics.Antivirals.EntryInhibitors.SolubleACE2@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:26.607] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.EntryInhibitors.SolubleACE2@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:26.609] graph-client: node($covid19.Remediation.Therapeutics.Antivirals.EntryInhibitors@claimspace.org, degrees=1): 1.milliseconds
INF [20200727-01:25:26.612] graph-client: node($covid19.Remediation.Therapeutics.Antivirals@claimspace.org, degrees=1): 2.milliseconds
INF [20200727-01:25:26.622] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 9.milliseconds
INF [20200727-01:25:26.627] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 4.milliseconds
INF [20200727-01:25:26.656] graph-client: node($covid19@claimspace.org, degrees=1): 27.milliseconds
INF [20200727-01:25:33.972] graph-client: get($covid19.Remediation.Therapeutics.HostModifiers@claimspace.org, degrees=1): 9.milliseconds
INF [20200727-01:25:33.985] graph-client: node($covid19.Remediation.Therapeutics.HostModifiers@claimspace.org, degrees=1): 11.milliseconds
INF [20200727-01:25:34.002] graph-client: node($covid19.Remediation.Therapeutics@claimspace.org, degrees=1): 16.milliseconds
INF [20200727-01:25:34.011] graph-client: node($covid19.Remediation@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:25:34.064] graph-client: node($covid19@claimspace.org, degrees=1): 49.milliseconds
INF [20200727-01:25:38.453] graph-client: get($covid19.Remediation.Therapeutics.HostModifiers.CytokineInhibitors@claimspace.org, degrees=1): 7.milliseconds
INF [20200727-01:25:38.467] graph-client: node($covid19.Remediation.Therapeutics.HostModifiers.CytokineInhibitors@claimspace.org, degrees=1): 13.milliseconds
INF [20200727-01:25:38.481] graph-client: node($covid19.Remediation.Therapeutics.HostModifiers@claimspace.org, degrees=1): 13.milliseconds
